작성일,평점,리뷰번역,연도,월,문장_번호,aspect,predicate,대분류,소분류,감성
1달 전,별표 5개,서울 시내 전체를 360도로 조망할 수 있는 환상적인 경치를 감상할 수 있습니다.,2026,1.0,3,경치,환상적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,서울 시내 전체를 360도로 조망할 수 있는 환상적인 경치를 감상할 수 있습니다.,2026,1.0,3,경치,감상하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"유료 입장권을 구매하면 타워 꼭대기까지 바로 올라갈 수 있지만, 입장권 없이도 충분히 멋진 풍경을 볼 수 있습니다.",2026,1.0,4,풍경,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,수많은 한국 드라마에도 등장했던 상징적인 명소이기도 합니다.,2026,1.0,5,명소,등장하다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 5개,수많은 한국 드라마에도 등장했던 상징적인 명소이기도 합니다.,2026,1.0,5,명소,상징적이다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 5개,역대 최고의 장소,2026,1.0,1,,,,,긍정
1달 전,별표 5개,전반적으로 좋은 경험이었어요.,2026,1.0,1,경험,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,밤에 갔는데 케이블카 탑승까지 10~20분 정도 기다려야 했어요.,2026,1.0,2,케이블카 탑승,기다리다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"서울의 야경이 정말 멋졌고, 탑으로 가는 길에 있는 작은 자물쇠들이 더욱 인상적이었어요.",2026,1.0,3,야경,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"서울의 야경이 정말 멋졌고, 탑으로 가는 길에 있는 작은 자물쇠들이 더욱 인상적이었어요.",2026,1.0,3,자물쇠,인상적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,20260113.,2026,1.0,1,,,,,중립
1달 전,별표 5개,"심플하게 저기 올라보고 싶다~라는 마음만으로 왔습니다😄

단순히 타워에서 경치를 볼 수 있을까라고 생각했지만, 음식점이나 기념품 가게, 연애의 성지 같은 장소에 다양한 사진 스포트 등이 많이 있어 즐길 수 있었습니다😄

타워에 오르기 위해서는 티켓을 구입할 필요가 있고, 자신은 앱 경유(klook)로 약 2,000엔 조금이었습니다.",2026,1.0,1,사진 스포트,다양하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"심플하게 저기 올라보고 싶다~라는 마음만으로 왔습니다😄

단순히 타워에서 경치를 볼 수 있을까라고 생각했지만, 음식점이나 기념품 가게, 연애의 성지 같은 장소에 다양한 사진 스포트 등이 많이 있어 즐길 수 있었습니다😄

타워에 오르기 위해서는 티켓을 구입할 필요가 있고, 자신은 앱 경유(klook)로 약 2,000엔 조금이었습니다.",2026,1.0,1,사진 스포트,많다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"심플하게 저기 올라보고 싶다~라는 마음만으로 왔습니다😄

단순히 타워에서 경치를 볼 수 있을까라고 생각했지만, 음식점이나 기념품 가게, 연애의 성지 같은 장소에 다양한 사진 스포트 등이 많이 있어 즐길 수 있었습니다😄

타워에 오르기 위해서는 티켓을 구입할 필요가 있고, 자신은 앱 경유(klook)로 약 2,000엔 조금이었습니다.",2026,1.0,1,장소,즐기다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,현금이라면 조금 더 높습니다.,2026,1.0,2,현금,높다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,"타워 속도, 단지 엘리베이터로 오를 뿐만 아니라 다양한 행사를 즐기면서 올라가는 스타일이었습니다!",2026,1.0,3,행사,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"타워 속도, 단지 엘리베이터로 오를 뿐만 아니라 다양한 행사를 즐기면서 올라가는 스타일이었습니다!",2026,1.0,3,행사,즐기다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,타워 내에밖에 없는 기념품 가게나 음식점도 있습니다.,2026,1.0,4,기념품 가게,있다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,타워 내에밖에 없는 기념품 가게나 음식점도 있습니다.,2026,1.0,4,음식점,있다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"최상층에서는 360도의 경치를 일망할 수 있어, 동서남북 각각에 그 방향의 앞에 있는 나라나 도시등이 쓰여져 있어 재미있었습니다 🤔
과자 코너 등도 있으므로 아이들도 즐겁게 할지도 🖐️",2026,1.0,5,경치,일망하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"최상층에서는 360도의 경치를 일망할 수 있어, 동서남북 각각에 그 방향의 앞에 있는 나라나 도시등이 쓰여져 있어 재미있었습니다 🤔
과자 코너 등도 있으므로 아이들도 즐겁게 할지도 🖐️",2026,1.0,5,나라,재미있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"최상층에서는 360도의 경치를 일망할 수 있어, 동서남북 각각에 그 방향의 앞에 있는 나라나 도시등이 쓰여져 있어 재미있었습니다 🤔
과자 코너 등도 있으므로 아이들도 즐겁게 할지도 🖐️",2026,1.0,5,아이들,즐겁다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"경치가 정말 아름답네요, 환상적이에요.",2026,1.0,1,경치,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"경치가 정말 아름답네요, 환상적이에요.",2026,1.0,1,경치,환상적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"여름에 N서울타워에 갔었는데, 가족이나 연인과 함께 시간을 보내기에 좋은 곳이에요.",2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"피크닉 도시락을 싸서 반나절 정도 시간을 보내도 좋고, 근처에 카페와 레스토랑도 많아요.",2026,1.0,2,시간,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"피크닉 도시락을 싸서 반나절 정도 시간을 보내도 좋고, 근처에 카페와 레스토랑도 많아요.",2026,1.0,2,카페,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"피크닉 도시락을 싸서 반나절 정도 시간을 보내도 좋고, 근처에 카페와 레스토랑도 많아요.",2026,1.0,2,레스토랑,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"처음에는 타워 꼭대기 층에 있는 레스토랑에서 식사하려고 했는데, 마음을 바꿔서 명동에 있는 현지 맛집들을 탐방했어요.",2026,1.0,3,,,,,중립
1달 전,별표 5개,케이블카는 미리 왕복 티켓을 예매하는 걸 추천해요.,2026,1.0,4,예매,추천하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,케이블카를 타면 타워 근처까지 금방 도착해서 걸어서 올라갈 수 있거든요.,2026,1.0,5,,,,,중립
1달 전,별표 5개,"관광버스를 타고 타워까지 간 다음, 언덕길을 걸어 올라가야 하는 방법도 있어요.",2026,1.0,6,,,,,중립
1달 전,별표 5개,저희는 저녁 6시쯤 타워에 도착해서 서울의 저녁 풍경을 감상했어요.,2026,1.0,7,,,,,중립
1달 전,별표 5개,하지만 밤에 내려오는 케이블카는 줄이 엄청 길어요.,2026,1.0,8,줄,길다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,마지막 탑승을 놓치지 않도록 시간 잘 맞춰 가세요.,2026,1.0,9,,,,,중립
1달 전,별표 4개,"남산타워는 서울의 대표적인 랜드마크 중 하나로, 남산 정상에 위치한 인기 있는 전망대이자 방송탑입니다.",2026,1.0,1,전망대,인기있다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 4개,"특히 일몰을 감상하기에 좋은 장소이며, 정상에서는 서울 도심의 아름다운 전경을 한눈에 볼 수 있습니다.",2026,1.0,2,장소,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"특히 일몰을 감상하기에 좋은 장소이며, 정상에서는 서울 도심의 아름다운 전경을 한눈에 볼 수 있습니다.",2026,1.0,2,전경,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,하지만 특히 일몰 시간에는 매우 혼잡할 수 있으니 참고하시기 바랍니다.,2026,1.0,3,시간,혼잡하다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,놀라운 장소,2026,1.0,1,장소,놀랍다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,석양과 함께 도시 전경을 감상하기에 가장 좋은 장소,2026,1.0,1,장소,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,적극 추천합니다,2026,1.0,1,,,,,긍정
1달 전,별표 5개,"지상 입장료는 무료이며, 인천에서 남산까지 이어지는 남산 등산로는 겨울에는 꽤 힘들지만 정상에 오르면 엄청난 만족감을 선사합니다!",2026,1.0,1,등산로,힘들다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"지상 입장료는 무료이며, 인천에서 남산까지 이어지는 남산 등산로는 겨울에는 꽤 힘들지만 정상에 오르면 엄청난 만족감을 선사합니다!",2026,1.0,1,만족감,선사하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"정상에서 바라보는 환상적인 전망과 전통 숯불 감자 꼬치, 어묵 꼬치는 최고의 경험을 완성시켜 줍니다.",2026,1.0,2,전망,환상적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"정상에서 바라보는 환상적인 전망과 전통 숯불 감자 꼬치, 어묵 꼬치는 최고의 경험을 완성시켜 줍니다.",2026,1.0,2,경험,완성시키다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,시간 낭비하지 마세요.,2026,1.0,1,시간,낭비하다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 5개,서울 관광버스를 타고 이곳에 오셔서 서울의 다른 곳들도 둘러보세요.,2026,1.0,2,,,,,중립
1달 전,별표 5개,맛있는 음식점도 많습니다.,2026,1.0,3,음식점,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,맛있는 음식점도 많습니다.,2026,1.0,3,음식점,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"남산타워는 서울에 온 사람이라면 꼭 방문해야 할 곳이며, 찾아가기도 쉽습니다.",2026,1.0,1,곳,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"남산타워는 서울에 온 사람이라면 꼭 방문해야 할 곳이며, 찾아가기도 쉽습니다.",2026,1.0,1,찾아가기,쉽다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,📍 남산타워는 대한민국 서울 남산에 위치한 주요 랜드마크입니다.,2026,1.0,1,,,,,중립
1달 전,별표 5개,서울 시내를 360도로 조망할 수 있는 파노라마 뷰가 가장 큰 매력입니다.,2026,1.0,2,뷰,크다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"📍 정상에서는 사진 촬영과 전망 감상 외에도 사랑의 자물쇠 구역, 상점, 레스토랑 등 다양한 즐길 거리가 마련되어 있습니다.",2026,1.0,3,거리,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"📍 정상에서는 사진 촬영과 전망 감상 외에도 사랑의 자물쇠 구역, 상점, 레스토랑 등 다양한 즐길 거리가 마련되어 있습니다.",2026,1.0,3,거리,마련되다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"📍 남산케이블카(유료)를 이용하면 타워 하단까지 내려갈 수 있으며, 좀 더 여유롭게 하이킹 코스를 따라 걸어 내려갈 수도 있습니다.",2026,1.0,4,코스,여유롭다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"💰 성인:
왕복: 14,000~15,000원
편도: 11,000~12,000원
💰 어린이:
왕복: 10,500~11,500원
편도: 8,000~9,000원

✅ 영업시간:
월요일~금요일: 오전 10시 30분~오후 10시 30분
토요일~일요일: 오전 10시~오후 11시",2026,1.0,5,,,,,중립
1달 전,별표 4개,위치가 정말 좋았어요.,2026,1.0,1,위치,좋다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 4개,케이블카를 타고 올라갔지만 걸어서도 충분히 갈 수 있어요.,2026,1.0,2,,,,,중립
1달 전,별표 4개,"정상까지는 추가 요금이 있어서 올라가지는 않았지만, 아래에서 보는 전망도 꽤 괜찮았어요.",2026,1.0,3,전망,괜찮다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,주변의 멋진 경치를 감상하세요.,2026,1.0,1,경치,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,정말 놀라웠어요,2026,1.0,1,,,,,긍정
1달 전,별표 5개,"케이블카를 타고 올라갔는데, 숲길로 걸어가는 사람들도 있었지만 경사가 꽤 가팔랐어요.",2026,1.0,1,경사,가파르다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,저녁 시간이었는데도 케이블카를 타려고 30~45분이나 줄을 서서 기다렸어요 (가는 길은 괜찮았는데 말이죠).,2026,1.0,2,길,괜찮다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,케이블카를 좀 더 일찍 타고 정상까지 올라가서 숲길로 걸어 내려오는 게 나을 것 같아요.,2026,1.0,3,,,,,중립
1달 전,별표 5개,👌🏻 정상에서 보는 도시 전망은 정말 아름다웠어요.,2026,1.0,4,전망,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,하지만 굳이 탑에 올라갈 필요는 없을 것 같아요.,2026,1.0,5,,,,,부정
1달 전,별표 5개,탑 앞쪽 경치가 이미 충분히 멋지거든요.…,2026,1.0,6,경치,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,멋진 전망!,2026,1.0,1,전망,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,제 생각에 이곳은 그냥 체크리스트를 따라가는 곳 같아요.,2026,1.0,1,,,,,부정
1달 전,별표 4개,"올라가는 길이 너무 멀고, 버스가 있긴 하지만 오래 걸리고 붐벼요.",2026,1.0,2,길,멀다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"올라가는 길이 너무 멀고, 버스가 있긴 하지만 오래 걸리고 붐벼요.",2026,1.0,2,버스,걸리다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"올라가는 길이 너무 멀고, 버스가 있긴 하지만 오래 걸리고 붐벼요.",2026,1.0,2,버스,붐비다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,기본적으로 여기 오려면 오르막길을 많이 올라야 하니까 발이 무거울 수 있으니 마음의 준비를 단단히 하세요.,2026,1.0,3,발,무겁다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"이곳은 관광 명소로 여겨지니, 이곳에 오시면 꼭 방문해야 할 곳입니다.",2026,1.0,1,,,,,긍정
1달 전,별표 5개,조금 춥긴 하지만 버스로 가기에 아주 편리합니다.,2026,1.0,2,버스,편리하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,서울에 오시면 꼭 가봐야 할 곳입니다.,2026,1.0,1,,,,,긍정
1달 전,별표 5개,특히 해 질 무렵에 가시면 야경이 정말 멋집니다.,2026,1.0,2,야경,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,다만 밤에는 조금 쌀쌀할 수 있으니 겉옷을 챙기시는 게 좋습니다.,2026,1.0,3,밤,쌀쌀하다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,도시의 아름다운 전망,2026,1.0,1,전망,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,'언다잉 러브' 자물쇠를 샀어요.,2026,1.0,1,,,,,중립
1달 전,별표 5개,헤헤헤.,2026,1.0,2,,,,,긍정
1달 전,별표 5개,좋은 경험이었어요.,2026,1.0,3,경험,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,아울 커틀릿 레스토랑도 한번 가보세요.,2026,1.0,4,,,,,긍정
1달 전,별표 5개,음식 정말 맛있고 가격도 괜찮아요.,2026,1.0,5,음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,음식 정말 맛있고 가격도 괜찮아요.,2026,1.0,5,가격,괜찮다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 4개,흥미로운 곳이에요.,2026,1.0,1,곳,흥미롭다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,저희는 특히 봉화 점화식을 보러 왔어요.,2026,1.0,2,,,,,중립
1달 전,별표 4개,봉화는 탑 바로 아래에 있어요.,2026,1.0,3,,,,,중립
1달 전,별표 4개,매일(월요일 제외) 11시에 수비병들이 나와서 순찰을 돌아요.,2026,1.0,4,,,,,중립
1달 전,별표 4개,"그때부터 수비병들과 사진을 찍을 수 있지만, 거리를 유지해 주세요.",2026,1.0,5,,,,,중립
1달 전,별표 4개,실제 점화식은 11시 50분이나 12시쯤 시작해요.,2026,1.0,6,,,,,중립
1달 전,별표 4개,멋지긴 하지만 경복궁 수비교식보다는 규모가 훨씬 작아요.,2026,1.0,7,규모,작다,2. 시각적 요소,볼거리 및 경관,부정
1달 전,별표 5개,이곳을 방문하기 가장 좋은 시기는 겨울입니다.,2026,1.0,1,시기,좋다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,붉은색과 금색 단풍이 어우러져 마치 스튜디오 지브리 애니메이션 속으로 들어온 듯한 마법 같은 분위기를 자아냅니다.,2026,1.0,2,단풍,어우러지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,붉은색과 금색 단풍이 어우러져 마치 스튜디오 지브리 애니메이션 속으로 들어온 듯한 마법 같은 분위기를 자아냅니다.,2026,1.0,2,분위기,자아내다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,훌륭해요!,2026,1.0,1,,,,,긍정
1달 전,별표 5개,그들이 드라마 촬영하는 걸 봤어요!,2026,1.0,2,,,,,중립
1달 전,별표 5개,서울의 멋진 전경을 감상하기에 아주 좋은 곳입니다.,2026,1.0,1,전경,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,서울의 멋진 전경을 감상하기에 아주 좋은 곳입니다.,2026,1.0,1,곳,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,다른 세계적인 전망대에 비해 입장료도 비교적 저렴합니다.,2026,1.0,2,입장료,저렴하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,주변에 음식점과 기념품 가게도 많습니다.,2026,1.0,3,음식점,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,주변에 음식점과 기념품 가게도 많습니다.,2026,1.0,3,가게,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,남산에서 바라본 서울의 전경,2026,1.0,1,,,,,중립
1달 전,별표 4개,위치와 조명이 좋습니다,2026,1.0,1,위치,좋다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 4개,위치와 조명이 좋습니다,2026,1.0,1,조명,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"날씨가 너무 추워서 케이블카를 탔지만, 봄에는 걸어갈 수 있는 길이라고 하네요.",2026,1.0,1,날씨,춥다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,저희는 타워 꼭대기까지는 올라가지 않았어요.,2026,1.0,2,,,,,중립
1달 전,별표 4개,어차피 꼭대기에서 서울 시내 전체를 볼 수 있으니까요.,2026,1.0,3,,,,,중립
1달 전,별표 5개,저는 다른 많은 사람들과 함께 올해 첫 일출을 감상했습니다.,2026,1.0,1,,,,,중립
1달 전,별표 5개,저는 매주 이 산을 오릅니다.,2026,1.0,1,,,,,중립
1달 전,별표 5개,여기 있는 거의 모든 게 마음에 들어요!,2026,1.0,2,게,마음에 들다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"걸어 올라가는 수고가 아깝지 않고, 그만큼 더 만족스러운 경험이 됩니다 😎…",2026,1.0,1,수고,아깝다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"걸어 올라가는 수고가 아깝지 않고, 그만큼 더 만족스러운 경험이 됩니다 😎…",2026,1.0,1,경험,만족스럽다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,이곳은 정말 좋아요 | 높은 곳에 있어서 드나들려면 꽤 걸어야 해요 | 항상 다양한 활동이 있고 레스토랑도 있어요 | 사람들이 운동하러 자주 와요.,2026,1.0,1,이곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,이곳은 정말 좋아요 | 높은 곳에 있어서 드나들려면 꽤 걸어야 해요 | 항상 다양한 활동이 있고 레스토랑도 있어요 | 사람들이 운동하러 자주 와요.,2026,1.0,1,곳,높다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,이곳은 정말 좋아요 | 높은 곳에 있어서 드나들려면 꽤 걸어야 해요 | 항상 다양한 활동이 있고 레스토랑도 있어요 | 사람들이 운동하러 자주 와요.,2026,1.0,1,활동,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,남산타워 방문은 정말 멋진 경험이었어요!,2026,1.0,1,경험,멋지다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,서울의 멋진 전망을 감상할 수 있었거든요!,2026,1.0,2,전망,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,정말 최고였어요.,2026,1.0,3,,,,,긍정
1달 전,별표 4개,"대기오염 때문에 약간 안개가 꼈지만, 서울은 워낙 밝은 도시라 아름다운 야경을 볼 수 있었어요.",2026,1.0,4,도시,밝다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 4개,"대기오염 때문에 약간 안개가 꼈지만, 서울은 워낙 밝은 도시라 아름다운 야경을 볼 수 있었어요.",2026,1.0,4,야경,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,아쉬운 점은 곤돌라와 엘리베이터 티켓을 두 장씩 구매해야 한다는 거예요.,2026,1.0,5,점,아쉽다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,그래도 충분히 가볼 만한 가치가 있었어요!,2026,1.0,6,가치,있다,1. 전반적 인식,종합 만족도,긍정
